user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
1C101.20	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903884065.1, s__Mycobacterium sp903884065, 95.0, 82.55, 0.762; GCA_017853185.1, s__Mycobacterium sp017853185, 95.0, 82.29, 0.651; GCA_903877095.1, s__Mycobacterium sp903877095, 95.0, 82.11, 0.755; GCA_018882545.1, s__Mycobacterium sp018882545, 95.0, 82.06, 0.654; GCA_018500045.1, s__Mycobacterium sp018500045, 95.0, 81.98, 0.625; GCA_020637165.1, s__Mycobacterium sp020637165, 95.0, 81.86, 0.677; GCA_018883075.1, s__Mycobacterium sp018883075, 95.0, 81.67, 0.668; GCA_020438905.1, s__Mycobacterium sp020438905, 95.0, 81.64, 0.644; GCA_001510415.1, s__Mycobacterium sp001510415, 95.0, 81.54, 0.646; GCA_020439025.1, s__Mycobacterium sp020439025, 95.0, 81.46, 0.57; GCF_022760805.1, s__Mycobacterium alkanivorans, 95.0, 81.44, 0.575; GCA_903862565.1, s__Mycobacterium sp903862565, 95.0, 81.38, 0.623; GCA_001494595.1, s__Mycobacterium sp001494595, 95.0, 81.3, 0.709; GCA_020438865.1, s__Mycobacterium sp020438865, 95.0, 81.19, 0.658; GCA_005787665.1, s__Mycobacterium sp005787665, 95.0, 81.11, 0.598; GCF_011694515.1, s__Mycobacterium sp011694515, 95.0, 80.98, 0.686; GCA_021413425.1, s__Mycobacterium sp021413425, 95.0, 80.96, 0.694; GCF_010731855.1, s__Mycobacterium anyangense, 95.0, 80.93, 0.685; GCA_018882965.1, s__Mycobacterium sp018882965, 95.0, 80.88, 0.635; GCF_002723835.1, s__Mycobacterium sp002723835, 95.0, 80.79, 0.689; GCA_022600695.1, s__Mycobacterium sp022600695, 95.0, 80.72, 0.652; GCA_002007745.1, s__Mycobacterium litorale_A, 95.0, 80.7, 0.656; GCF_002592005.1, s__Mycobacterium palauense, 95.0, 80.46, 0.616; GCA_008329905.1, s__Mycobacterium sp008329905, 95.0, 80.41, 0.649; GCF_004745805.1, s__Mycobacterium sp004745805, 95.0, 80.39, 0.672; GCA_021732005.1, s__Mycobacterium sp021732005, 95.0, 80.35, 0.637; GCF_900637205.1, s__Mycobacterium chitae, 95.0, 80.34, 0.597; GCF_013337765.1, s__Mycobacterium sp003053865, 95.0, 80.33, 0.635; GCF_010726245.1, s__Mycobacterium aichiense, 95.0, 80.32, 0.657; GCA_020438845.1, s__Mycobacterium sp020438845, 95.0, 80.31, 0.64; GCF_000230935.1, s__Mycobacterium rhodesiae_B, 95.0, 80.31, 0.654; GCA_023460175.1, s__Mycobacterium sp023460175, 95.0, 80.31, 0.559; GCA_023264735.1, s__Mycobacterium sp023264735, 95.0, 80.31, 0.618; GCA_020438785.1, s__Mycobacterium sp020438785, 95.0, 80.29, 0.456; GCF_002086695.1, s__Mycobacterium rhodesiae, 95.0, 80.28, 0.647; GCA_004362315.1, s__Mycobacterium sp004362315, 95.0, 80.27, 0.657; GCF_022370635.1, s__Mycobacterium crocinum, 95.0, 80.27, 0.659; GCA_023416315.1, s__Mycobacterium sp023416315, 95.0, 80.26, 0.582; GCA_002887815.1, s__Mycobacterium sp002887815, 95.0, 80.25, 0.667; GCF_013404075.1, s__Mycobacterium vinylchloridicum, 95.0, 80.22, 0.654; GCF_000559085.1, s__Mycobacterium aromaticivorans, 95.0, 80.19, 0.639; GCA_903911165.1, s__Mycobacterium sp903911165, 95.0, 80.18, 0.601; GCA_900078375.1, s__Mycobacterium sp900078375, 95.0, 80.15, 0.628; GCA_016462945.1, s__Mycobacterium sp016462945, 95.0, 80.12, 0.558; GCA_002967005.1, s__Mycobacterium talmoniae, 95.0, 80.1, 0.382; GCF_001021385.1, s__Mycobacterium sp001021385, 95.0, 80.09, 0.649; GCA_945897705.1, s__Mycobacterium sp945897705, 95.0, 80.06, 0.61; GCF_002250655.1, s__Mycobacterium sphagni, 95.0, 80.04, 0.625; GCF_010731895.1, s__Mycobacterium helvum, 95.0, 80.03, 0.632; GCF_004570325.1, s__Mycobacterium sp004570325, 95.0, 80.03, 0.605; GCF_014218295.1, s__Mycobacterium litorale_B, 95.0, 79.99, 0.558; GCA_008329565.1, s__Mycobacterium sp008329565, 95.0, 79.98, 0.606; GCF_019710635.1, s__Mycobacterium sp019710635, 95.0, 79.97, 0.599; GCF_010731695.1, s__Mycobacterium litorale, 95.0, 79.91, 0.567; GCA_018401645.1, s__Mycobacterium sp018401645, 95.0, 79.89, 0.532; GCF_000266905.1, s__Mycobacterium chubuense_A, 95.0, 79.83, 0.568; GCA_022708865.1, s__Mycobacterium sp022708865, 95.0, 79.83, 0.443; GCF_002838065.1, s__Mycobacterium sp002838065, 95.0, 79.82, 0.536; GCA_001187505.1, s__Mycobacterium goodii_B, 95.0, 79.78, 0.566; GCF_019050325.1, s__Mycobacterium fortunisiensis, 95.0, 79.77, 0.557; GCF_010725885.1, s__Mycobacterium tokaiense, 95.0, 79.76, 0.556; GCF_900078665.2, s__Mycobacterium houstonense, 95.0, 79.7, 0.557; GCF_010731295.1, s__Mycobacterium boenickei, 95.0, 79.67, 0.553; GCF_001953975.1, s__Mycobacterium sp001953975, 95.0, 79.66, 0.514; GCF_900240945.1, s__Mycobacterium sp900240945, 95.0, 79.65, 0.572; GCF_009729095.1, s__Mycobacterium sp009729095, 95.0, 79.62, 0.538; GCF_000455325.1, s__Mycobacterium septicum, 95.0, 79.62, 0.56; GCF_010729895.1, s__Mycobacterium confluentis, 95.0, 79.62, 0.568; GCA_001667265.1, s__Mycobacterium sp001667265, 95.0, 79.59, 0.561; GCF_010731875.1, s__Mycobacterium sarraceniae, 95.0, 79.57, 0.616; GCA_002086835.1, s__Mycobacterium porcinum, 95.0, 79.57, 0.554; GCF_002086485.1, s__Mycobacterium aquaticum, 95.0, 79.56, 0.529; GCF_019645875.1, s__Mycobacterium senegalense, 95.0, 79.55, 0.522; GCF_002157835.1, s__Mycobacterium dioxanotrophicus, 95.0, 79.52, 0.543; GCA_020438895.1, s__Mycobacterium sp020438895, 95.0, 79.51, 0.484; GCF_001954135.1, s__Mycobacterium sp001954135, 95.0, 79.5, 0.532; GCA_016197405.1, s__Mycobacterium sp016197405, 95.0, 79.48, 0.553; GCA_018268465.1, s__Mycobacterium sp018268465, 95.0, 79.48, 0.535; GCA_001942045.1, s__Mycobacterium porcinum_A, 95.0, 79.46, 0.562; GCF_001245615.1, s__Mycobacterium neworleansense, 95.0, 79.45, 0.547; GCA_004762045.1, s__Mycobacterium sp004762045, 95.0, 79.41, 0.548; GCF_001942625.1, s__Mycobacterium syngnathidarum, 95.0, 79.41, 0.534; GCA_005789055.1, s__Mycobacterium sp005789055, 95.0, 79.39, 0.576; GCA_001665685.1, s__Mycobacterium sp001665685, 95.0, 79.38, 0.529; GCF_010727475.1, s__Mycobacterium mageritense, 95.0, 79.35, 0.534; GCF_001667505.1, s__Mycobacterium sp001667505, 95.0, 79.32, 0.544; GCF_001570425.1, s__Mycobacterium brisbanense, 95.0, 79.32, 0.535; GCF_001665785.1, s__Mycobacterium peregrinum_A, 95.0, 79.3, 0.522; GCF_022370755.2, s__Mycobacterium goodii, 95.0, 79.29, 0.518; GCF_022179545.1, s__Mycobacterium fortuitum, 95.0, 79.29, 0.547; GCF_014873705.1, s__Mycobacterium sp014873705, 95.0, 79.27, 0.502; GCF_002101965.1, s__Mycobacterium wolinskyi, 95.0, 79.25, 0.525; GCF_000805385.1, s__Mycobacterium setense, 95.0, 79.24, 0.546; GCF_015710575.1, s__Mycobacterium mengxianglii, 95.0, 79.22, 0.524; GCA_000426065.1, s__Mycobacterium sp000426065, 95.0, 79.21, 0.532; GCF_010726085.1, s__Mycobacterium moriokaense, 95.0, 79.19, 0.519; GCF_000373905.1, s__Mycobacterium sp000373905, 95.0, 79.18, 0.461; GCF_000382405.1, s__Mycobacterium sp000382405, 95.0, 79.12, 0.456; GCF_001984215.1, s__Mycobacterium sp001984215, 95.0, 79.06, 0.521; GCF_000328565.1, s__Mycobacterium sp000328565, 95.0, 78.88, 0.484	94.16	11	0.97754	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
1C101.21	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__MAG-120802;s__	N/A	N/A	N/A	N/A	N/A	GCA_009927705.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__MAG-120802;s__MAG-120802 sp009927705	78.75	0.364	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__MAG-120802;s__	taxonomic classification defined by topology and ANI	N/A	GCA_016870855.1, s__MAG-120802 sp016870855, 95.0, 79.59, 0.145; GCA_018882745.1, s__MAG-120802 sp018882745, 95.0, 79.39, 0.434; GCA_010023045.1, s__MAG-120802 sp010023045, 95.0, 79.13, 0.185; GCA_018882735.1, s__MAG-120802 sp018882735, 95.0, 79.12, 0.197; GCA_018882885.1, s__MAG-120802 sp018882885, 95.0, 78.99, 0.277; GCA_009924185.1, s__MAG-120802 sp009924185, 95.0, 78.84, 0.162; GCA_010032125.1, s__MAG-120802 sp010032125, 95.0, 78.45, 0.127; GCA_018883365.1, s__MAG-120802 sp018883365, 95.0, 78.36, 0.318; GCA_010032085.1, s__MAG-120802 sp010032085, 95.0, 78.31, 0.117; GCA_016870835.1, s__MAG-120802 sp016870835, 95.0, 78.08, 0.179; GCA_023254845.1, s__MAG-120802 sp023254845, 95.0, 77.75, 0.145; GCA_018969585.1, s__MAG-120802 sp018969585, 95.0, 77.72, 0.098; GCA_003569145.1, s__MAG-120802 sp003569145, 95.0, 77.51, 0.22; GCA_016870795.1, s__MAG-120802 sp016870795, 95.0, 77.28, 0.208; GCA_005777515.1, s__MAG-120802 sp005777515, 95.0, 77.16, 0.162; GCA_016870365.1, s__MAG-120802 sp016870365, 95.0, 77.1, 0.156; GCA_002347935.1, s__MAG-120802 sp002347935, 95.0, 77.05, 0.156; GCA_016870975.1, s__MAG-120802 sp016870975, 95.0, 76.99, 0.121	51.68	11	0.97587	N/A
1C101.25	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Desulfobacillus;s__	N/A	N/A	N/A	N/A	N/A	GCA_003105015.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Desulfobacillus;s__Desulfobacillus sp003105015	88.48	0.883	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Desulfobacillus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_016214145.1, s__Desulfobacillus sp016214145, 95.0, 88.33, 0.893; GCA_017347485.1, s__Desulfobacillus denitrificans, 95.0, 87.99, 0.879; GCA_016868295.1, s__Desulfobacillus sp016868295, 95.0, 87.35, 0.794; GCA_008933825.1, s__Desulfobacillus sp008933825, 95.0, 87.08, 0.789; GCA_011526165.1, s__Desulfobacillus sp011526165, 95.0, 86.94, 0.743; GCA_016791205.1, s__Desulfobacillus sp016791205, 95.0, 86.78, 0.733; GCA_905339315.1, s__Desulfobacillus sp905339315, 95.0, 86.7, 0.609; GCA_016880375.1, s__Desulfobacillus sp016880375, 95.0, 86.23, 0.538; GCA_018262875.1, s__Desulfobacillus sp018262875, 95.0, 85.28, 0.536; GCA_016703785.1, s__Desulfobacillus sp016703785, 95.0, 85.01, 0.87; GCA_020849155.1, s__Desulfobacillus sp020849155, 95.0, 84.59, 0.514; GCA_002840845.1, s__Desulfobacillus sp002840845, 95.0, 84.42, 0.791; GCA_018262775.1, s__Desulfobacillus sp018262775, 95.0, 84.1, 0.796	75.67	11	0.95205	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
1C101.26	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__UBA5976;g__ATZT02;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__UBA5976;g__ATZT02;s__	taxonomic classification defined by topology and ANI	N/A	GCA_014190035.1, s__ATZT02 sp014190035, 95.0, 79.42, 0.537; GCA_005789325.1, s__ATZT02 sp005789325, 95.0, 79.06, 0.581; GCA_016463095.1, s__ATZT02 sp016463095, 95.0, 78.85, 0.439; GCA_945861165.1, s__ATZT02 sp945861165, 95.0, 78.54, 0.469; GCA_023254955.1, s__ATZT02 sp023254955, 95.0, 76.88, 0.061; GCA_018402365.1, s__ATZT02 sp018402365, 95.0, 76.59, 0.057	84.17	11	0.93917	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
1C101.28	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula_B;s__	N/A	N/A	N/A	N/A	N/A	GCA_018970165.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula_B;s__Pirellula_B sp018970165	82.47	0.648	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula_B;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903930765.1, s__Pirellula_B sp903930765, 95.0, 77.0, 0.096; GCA_903892355.1, s__Pirellula_B sp903892355, 95.0, 76.74, 0.097; GCA_021300015.1, s__Pirellula_B sp021300015, 95.0, 76.71, 0.069; GCA_903820735.1, s__Pirellula_B sp903820735, 95.0, 76.58, 0.059; GCA_018969045.1, s__Pirellula_B sp018969045, 95.0, 76.53, 0.058; GCA_903837255.1, s__Pirellula_B sp903837255, 95.0, 76.48, 0.085; GCA_021298315.1, s__Pirellula_B sp021298315, 95.0, 76.43, 0.06; GCA_003671195.1, s__Pirellula_B sp003671195, 95.0, 76.38, 0.063; GCA_021299695.1, s__Pirellula_B sp021299695, 95.0, 76.33, 0.067; GCA_016872635.1, s__Pirellula_B sp016872635, 95.0, 76.3, 0.08; GCF_001610875.1, s__Pirellula_B sp001610875, 95.0, 76.15, 0.049; GCA_021736575.1, s__Pirellula_B sp021736575, 95.0, 75.96, 0.027; GCA_903858115.1, s__Pirellula_B sp903858115, 95.0, 75.76, 0.036; GCA_903892365.1, s__Pirellula_B sp903892365, 95.0, 75.71, 0.032; GCA_903920425.1, s__Pirellula_B sp903920425, 95.0, 75.69, 0.036; GCA_021300155.1, s__Pirellula_B sp021300155, 95.0, 75.57, 0.032; GCA_945870455.1, s__Pirellula_B staleyi_A, 95.0, 75.53, 0.032; GCA_945900945.1, s__Pirellula_B staleyi_B, 95.0, 75.25, 0.026	81.31	11	0.98704	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
1C101.51	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__ZLKRG08;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	51.28	11	0.94354	N/A
1C102.12	d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__SXXA01;f__SXXA01;g__SXXA01;s__SXXA01 sp005791325	GCA_005791325.1	95.0	d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__SXXA01;f__SXXA01;g__SXXA01;s__SXXA01 sp005791325	97.98	0.969	GCA_005791325.1	95.0	d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__SXXA01;f__SXXA01;g__SXXA01;s__SXXA01 sp005791325	97.98	0.969	d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__SXXA01;f__SXXA01;g__SXXA01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_010027915.1, s__SXXA01 sp010027915, 95.0, 77.68, 0.162	85.24	11	N/A	N/A
1C102.19	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rubrivivax;s__	N/A	N/A	N/A	N/A	N/A	GCA_903834645.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rubrivivax;s__Rubrivivax sp903834645	87.25	0.62	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rubrivivax;s__	taxonomic classification defined by topology and ANI	N/A	GCA_014859905.1, s__Rubrivivax sp014859905, 95.0, 81.11, 0.321; GCA_021300575.1, s__Rubrivivax sp021300575, 95.0, 80.96, 0.57; GCA_903828235.1, s__Rubrivivax sp903828235, 95.0, 80.47, 0.511; GCA_020248915.1, s__Rubrivivax sp020248915, 95.0, 80.38, 0.561; GCA_019635315.1, s__Rubrivivax sp019635315, 95.0, 80.37, 0.588; GCA_903876715.1, s__Rubrivivax sp903876715, 95.0, 80.34, 0.502; GCA_022843905.1, s__Rubrivivax sp022843905, 95.0, 80.29, 0.538; GCA_016716535.1, s__Rubrivivax sp016716535, 95.0, 80.28, 0.502; GCA_903914615.1, s__Rubrivivax sp903914615, 95.0, 80.26, 0.416; GCA_020720385.1, s__Rubrivivax sp020720385, 95.0, 80.24, 0.385; GCA_023657425.1, s__Rubrivivax sp023657425, 95.0, 80.19, 0.421; GCA_020161065.1, s__Rubrivivax sp020161065, 95.0, 80.14, 0.561; GCA_016719535.1, s__Rubrivivax sp016719535, 95.0, 80.13, 0.548; GCA_016709385.1, s__Rubrivivax sp016709385, 95.0, 80.09, 0.43; GCA_016788525.1, s__Rubrivivax sp016788525, 95.0, 80.04, 0.394; GCA_020248945.1, s__Rubrivivax sp020248945, 95.0, 80.04, 0.475; GCA_016789865.1, s__Rubrivivax sp016789865, 95.0, 80.0, 0.416; GCA_903938815.1, s__Rubrivivax sp903938815, 95.0, 79.99, 0.484; GCA_022842305.1, s__Rubrivivax sp022842305, 95.0, 79.97, 0.439; GCA_024235915.1, s__Rubrivivax sp024235915, 95.0, 79.95, 0.357; GCF_000190375.1, s__Rubrivivax benzoatilyticus, 95.0, 79.92, 0.394; GCF_000284255.1, s__Rubrivivax gelatinosus_A, 95.0, 79.91, 0.412; GCA_022842825.1, s__Rubrivivax sp022842825, 95.0, 79.89, 0.557; GCA_016223165.1, s__Rubrivivax sp016223165, 95.0, 79.87, 0.552; GCA_903885585.1, s__Rubrivivax sp903885585, 95.0, 79.84, 0.452; GCA_016790225.1, s__Rubrivivax sp016790225, 95.0, 79.84, 0.471; GCA_020851615.1, s__Rubrivivax sp020851615, 95.0, 79.83, 0.281; GCA_018241895.1, s__Rubrivivax sp018241895, 95.0, 79.81, 0.398; GCF_004016515.1, s__Rubrivivax albus, 95.0, 79.81, 0.516; GCA_016789955.1, s__Rubrivivax sp016789955, 95.0, 79.77, 0.475; GCA_024235855.1, s__Rubrivivax sp024235855, 95.0, 79.75, 0.457; GCA_024235895.1, s__Rubrivivax sp011525985, 95.0, 79.74, 0.389; GCA_001724995.1, s__Rubrivivax sp001724995, 95.0, 79.71, 0.421; GCF_004016505.1, s__Rubrivivax rivuli, 95.0, 79.7, 0.493; GCF_904426505.1, s__Rubrivivax sp904426505, 95.0, 79.7, 0.443; GCA_016191995.1, s__Rubrivivax sp016191995, 95.0, 79.67, 0.412; GCA_001295905.1, s__Rubrivivax sp001295905, 95.0, 79.61, 0.439; GCA_013822265.1, s__Rubrivivax sp013822265, 95.0, 79.61, 0.403; GCA_020852865.1, s__Rubrivivax sp020852865, 95.0, 79.59, 0.403; GCA_903822435.1, s__Rubrivivax sp903822435, 95.0, 79.55, 0.457; GCA_001295865.1, s__Rubrivivax sp001295865, 95.0, 79.55, 0.443; GCF_004340905.1, s__Rubrivivax gelatinosus, 95.0, 79.55, 0.439; GCA_016790425.1, s__Rubrivivax sp016790425, 95.0, 79.5, 0.443; GCA_011391855.1, s__Rubrivivax sp011391855, 95.0, 79.5, 0.335; GCA_001725505.1, s__Rubrivivax sp001725505, 95.0, 79.47, 0.425; GCF_016583785.1, s__Rubrivivax gelatinosus_B, 95.0, 79.41, 0.439; GCA_018780805.1, s__Rubrivivax sp018780805, 95.0, 79.38, 0.452; GCA_018971105.1, s__Rubrivivax sp018971105, 95.0, 79.34, 0.38; GCA_016790435.1, s__Rubrivivax sp016790435, 95.0, 79.33, 0.48; GCA_016790395.1, s__Rubrivivax sp016790395, 95.0, 79.22, 0.389; GCA_016704535.1, s__Rubrivivax sp016704535, 95.0, 79.22, 0.403; GCA_022842595.1, s__Rubrivivax sp022842595, 95.0, 79.16, 0.403; GCA_021297985.1, s__Rubrivivax sp021297985, 95.0, 79.07, 0.385; GCA_024641945.1, s__Rubrivivax sp024641945, 95.0, 79.05, 0.43; GCA_021298085.1, s__Rubrivivax sp021298085, 95.0, 78.94, 0.452; GCA_016707445.1, s__Rubrivivax sp016707445, 95.0, 78.8, 0.462; GCA_001464055.1, s__Rubrivivax sp001464055, 95.0, 78.68, 0.367; GCA_009923895.1, s__Rubrivivax sp009923895, 95.0, 78.49, 0.1; GCA_024641925.1, s__Rubrivivax sp024641925, 95.0, 78.31, 0.303	36.43	11	0.99051	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
1C102.34	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__SXXK01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903858815.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__SXXK01;s__SXXK01 sp903858815	94.15	0.95	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__SXXK01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903896675.1, s__SXXK01 sp903896675, 95.0, 79.72, 0.579; GCA_005791255.1, s__SXXK01 sp005791255, 95.0, 79.22, 0.556; GCA_023258825.1, s__SXXK01 sp023258825, 95.0, 76.69, 0.121; GCA_903924405.1, s__SXXK01 sp903924405, 95.0, 76.66, 0.178; GCA_016795145.1, s__SXXK01 sp016795145, 95.0, 76.59, 0.095; GCA_903871805.1, s__SXXK01 sp903871805, 95.0, 76.34, 0.137; GCA_003669615.1, s__SXXK01 sp003669615, 95.0, 76.24, 0.042; GCA_023262145.1, s__SXXK01 sp023262145, 95.0, 76.07, 0.071; GCA_903921605.1, s__SXXK01 sp903921605, 95.0, 75.82, 0.067; GCA_945861465.1, s__SXXK01 sp945861465, 95.0, 75.77, 0.057; GCA_023260695.1, s__SXXK01 sp023260695, 95.0, 75.75, 0.084; GCA_003670925.1, s__SXXK01 sp003670925, 95.0, 75.67, 0.044; GCA_017859815.1, s__SXXK01 sp017859815, 95.0, 75.67, 0.081; GCA_945861975.1, s__SXXK01 sp945861975, 95.0, 75.64, 0.056; GCA_020426105.1, s__SXXK01 sp020426105, 95.0, 75.2, 0.024	75.89	11	0.99786	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
1C102.45	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Sphaerospermopsis;s__Sphaerospermopsis sp015207205	GCF_019598945.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Sphaerospermopsis;s__Sphaerospermopsis sp015207205	96.09	0.913	GCF_019598945.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Sphaerospermopsis;s__Sphaerospermopsis sp015207205	96.09	0.913	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Sphaerospermopsis;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002368075.1, s__Sphaerospermopsis kisseleviana_A, 95.0, 94.27, 0.916	48.0	11	N/A	Genome has more than 13.3% of markers with multiple hits
